location,Month-Year,new_cases
Liechtenstein,Nov-22,309
Liechtenstein,Dec-22,341
Liechtenstein,Jan-23,73
Liechtenstein,Feb-23,10
Lithuania,Mar-20,353
Lithuania,Apr-20,958
Lithuania,May-20,295
Lithuania,Jun-20,142
Lithuania,Jul-20,268
Lithuania,Aug-20,849
Lithuania,Sep-20,1894
Lithuania,Oct-20,10940
Lithuania,Nov-20,46799
Lithuania,Dec-20,82554
Lithuania,Jan-21,39396
Lithuania,Feb-21,14715
Lithuania,Mar-21,16958
Lithuania,Apr-21,31337
Lithuania,May-21,27300
Lithuania,Jun-21,4396
Lithuania,Jul-21,4044
Lithuania,Aug-21,16263
Lithuania,Sep-21,33092
Lithuania,Oct-21,78256
Lithuania,Nov-21,62908
Lithuania,Dec-21,50710
Lithuania,Jan-22,180731
Lithuania,Feb-22,260715
Lithuania,Mar-22,144930
Lithuania,Apr-22,39190
Lithuania,May-22,5280
Lithuania,Jun-22,6232
Lithuania,Jul-22,22276
Lithuania,Aug-22,34905
Lithuania,Sep-22,31831
Lithuania,Oct-22,17888
Lithuania,Nov-22,8030
Lithuania,Dec-22,12298
Lithuania,Jan-23,8119
Lithuania,Feb-23,372
Low income,Feb-20,5
Low income,Mar-20,946
Low income,Apr-20,7437
Low income,May-20,34050
Low income,Jun-20,44762
Low income,Jul-20,46413
Low income,Aug-20,65421
Low income,Sep-20,46570
Low income,Oct-20,40793
Low income,Nov-20,44861
Low income,Dec-20,72133
Low income,Jan-21,124609
Low income,Feb-21,101086
Low income,Mar-21,104455
Low income,Apr-21,103047
Low income,May-21,53355
Low income,Jun-21,183602
Low income,Jul-21,203114
Low income,Aug-21,153398
Low income,Sep-21,87386
Low income,Oct-21,47596
Low income,Nov-21,26007
Low income,Dec-21,220972
Low income,Jan-22,261808
Low income,Feb-22,43030
Low income,Mar-22,15230
Low income,Apr-22,8536
Low income,May-22,11946
Low income,Jun-22,34983
Low income,Jul-22,23533
Low income,Aug-22,20735
Low income,Sep-22,12504
Low income,Oct-22,6927
Low income,Nov-22,7410
Low income,Dec-22,9559
Low income,Jan-23,13118
Low income,Feb-23,354
Lower middle income,Jan-20,7
Lower middle income,Feb-20,622
Lower middle income,Mar-20,56929
Lower middle income,Apr-20,159939
Lower middle income,May-20,430479
Lower middle income,Jun-20,961865
Lower middle income,Jul-20,1754724
Lower middle income,Aug-20,2658224
Lower middle income,Sep-20,3325246
Lower middle income,Oct-20,2903021
Lower middle income,Nov-20,2778502
Lower middle income,Dec-20,2261379
Lower middle income,Jan-21,1853962
Lower middle income,Feb-21,1380618
Lower middle income,Mar-21,2565020
Lower middle income,Apr-21,9175048
Lower middle income,May-21,10690595
Lower middle income,Jun-21,3810830
Lower middle income,Jul-21,4814934
Lower middle income,Aug-21,5135862
Lower middle income,Sep-21,3630731
Lower middle income,Oct-21,2350896
Lower middle income,Nov-21,1753938
Lower middle income,Dec-21,1638352
Lower middle income,Jan-22,10386226
Lower middle income,Feb-22,6445095
Lower middle income,Mar-22,7200293
Lower middle income,Apr-22,1396442
Lower middle income,May-22,237987
Lower middle income,Jun-22,601136
Lower middle income,Jul-22,1409787
Lower middle income,Aug-22,1163415
Lower middle income,Sep-22,596019
Lower middle income,Oct-22,388877
Lower middle income,Nov-22,318521
Lower middle income,Dec-22,209220
Lower middle income,Jan-23,95398
Lower middle income,Feb-23,5288
Luxembourg,Feb-20,1
Luxembourg,Mar-20,2177
Luxembourg,Apr-20,1606
Luxembourg,May-20,234
Luxembourg,Jun-20,281
Luxembourg,Jul-20,2396
Luxembourg,Aug-20,1278
Luxembourg,Sep-20,1884
Luxembourg,Oct-20,8625
Luxembourg,Nov-20,17544
Luxembourg,Dec-20,11737
Luxembourg,Jan-21,3973
Luxembourg,Feb-21,4722
Luxembourg,Mar-21,6532
Luxembourg,Apr-21,5563
Luxembourg,May-21,2727
Luxembourg,Jun-21,855
Luxembourg,Jul-21,3083
Luxembourg,Aug-21,1890
Luxembourg,Sep-21,2459
Luxembourg,Oct-21,3464
Luxembourg,Nov-21,7498
Luxembourg,Dec-21,14585
Luxembourg,Jan-22,54219
Luxembourg,Feb-22,25192
Luxembourg,Mar-22,32654
Luxembourg,Apr-22,22025
Luxembourg,May-22,10079
Luxembourg,Jun-22,15452
Luxembourg,Jul-22,18865
Luxembourg,Aug-22,4575
Luxembourg,Sep-22,4931
Luxembourg,Oct-22,10463
Luxembourg,Nov-22,4622
Luxembourg,Dec-22,4903
Luxembourg,Jan-23,2985
Luxembourg,Feb-23,38
Macao,Jan-20,6
Macao,Feb-20,3
Macao,Mar-20,31
Macao,Apr-20,4
Macao,May-20,0
Macao,Jun-20,1
Macao,Jul-20,0
Macao,Aug-20,0
Macao,Sep-20,0
Macao,Oct-20,0
Macao,Nov-20,0
Macao,Dec-20,0
Macao,Jan-21,1
Macao,Feb-21,1
Macao,Mar-21,0
Macao,Apr-21,1
Macao,May-21,2
Macao,Jun-21,3
Macao,Jul-21,5
Macao,Aug-21,4
Macao,Sep-21,8
Macao,Oct-21,6
Macao,Nov-21,0
Macao,Dec-21,2
Macao,Jan-22,0
Macao,Feb-22,2
Macao,Mar-22,1
Macao,Apr-22,0
Macao,May-22,1
Macao,Jun-22,181
Macao,Jul-22,527
Macao,Aug-22,2
Macao,Sep-22,0
Macao,Oct-22,0
Macao,Nov-22,13
Macao,Dec-22,1695
Macao,Jan-23,1251
Macao,Feb-23,1
Madagascar,Mar-20,57
Madagascar,Apr-20,71
Madagascar,May-20,650
Madagascar,Jun-20,1443
Madagascar,Jul-20,8654
Madagascar,Aug-20,3995
Madagascar,Sep-20,1545
Madagascar,Oct-20,703
Madagascar,Nov-20,230
Madagascar,Dec-20,373
Madagascar,Jan-21,1351
Madagascar,Feb-21,766
Madagascar,Mar-21,4595
Madagascar,Apr-21,12588
Madagascar,May-21,4328
Madagascar,Jun-21,874
Madagascar,Jul-21,447
Madagascar,Aug-21,206
Madagascar,Sep-21,29
Madagascar,Oct-21,728
Madagascar,Nov-21,704
Madagascar,Dec-21,5949
Madagascar,Jan-22,9040
Madagascar,Feb-22,4340
Madagascar,Mar-22,350
Madagascar,Apr-22,143
Madagascar,May-22,225
Madagascar,Jun-22,1004
Madagascar,Jul-22,1110
Madagascar,Aug-22,135
Madagascar,Sep-22,50
Madagascar,Oct-22,73
Madagascar,Nov-22,510
Madagascar,Dec-22,476
Madagascar,Jan-23,92
Madagascar,Feb-23,0
Malawi,Mar-20,0
Malawi,Apr-20,37
Malawi,May-20,247
Malawi,Jun-20,940
Malawi,Jul-20,2854
Malawi,Aug-20,1488
Malawi,Sep-20,207
Malawi,Oct-20,157
Malawi,Nov-20,98
Malawi,Dec-20,555
Malawi,Jan-21,17380
Malawi,Feb-21,7982
Malawi,Mar-21,1606
Malawi,Apr-21,527
Malawi,May-21,260
Malawi,Jun-21,1788
Malawi,Jul-21,16221
Malawi,Aug-21,8147
Malawi,Sep-21,1086
Malawi,Oct-21,216
Malawi,Nov-21,120
Malawi,Dec-21,13159
Malawi,Jan-22,9400
Malawi,Feb-22,864
Malawi,Mar-22,301
Malawi,Apr-22,141
Malawi,May-22,204
Malawi,Jun-22,521
Malawi,Jul-22,904
Malawi,Aug-22,450
Malawi,Sep-22,168
Malawi,Oct-22,45
Malawi,Nov-22,65
Malawi,Dec-22,134
Malawi,Jan-23,339
Malawi,Feb-23,0
Malaysia,Jan-20,8
Malaysia,Feb-20,21
Malaysia,Mar-20,2737
Malaysia,Apr-20,3236
Malaysia,May-20,1817
Malaysia,Jun-20,820
Malaysia,Jul-20,337
Malaysia,Aug-20,364
Malaysia,Sep-20,1884
Malaysia,Oct-20,20324
Malaysia,Nov-20,34149
Malaysia,Dec-20,47313
Malaysia,Jan-21,101949
Malaysia,Feb-21,85793
Malaysia,Mar-21,44748
Malaysia,Apr-21,63213
Malaysia,May-21,163644
Malaysia,Jun-21,179622
Malaysia,Jul-21,361293
Malaysia,Aug-21,632982
Malaysia,Sep-21,499441
Malaysia,Oct-21,225947
Malaysia,Nov-21,161140
Malaysia,Dec-21,125304
Malaysia,Jan-22,112672
Malaysia,Feb-22,571978
Malaysia,Mar-22,759183
Malaysia,Apr-22,246085
Malaysia,May-22,58506
Malaysia,Jun-22,59545
Malaysia,Jul-22,113998
Malaysia,Aug-22,102571
Malaysia,Sep-22,58255
Malaysia,Oct-22,62193
Malaysia,Nov-22,89204
Malaysia,Dec-22,34509
Malaysia,Jan-23,9916
Malaysia,Feb-23,325
Maldives,Mar-20,18
Maldives,Apr-20,450
Maldives,May-20,1305
Maldives,Jun-20,588
Maldives,Jul-20,1432
Maldives,Aug-20,4011
Maldives,Sep-20,2487
Maldives,Oct-20,1368
Maldives,Nov-20,1352
Maldives,Dec-20,746
Maldives,Jan-21,2084
Maldives,Feb-21,3952
Maldives,Mar-21,4286
Maldives,Apr-21,5756
Maldives,May-21,34561
Maldives,Jun-21,9402
Maldives,Jul-21,3634
Maldives,Aug-21,3680
Maldives,Sep-21,3697
Maldives,Oct-21,2829
Maldives,Nov-21,4012
Maldives,Dec-21,4050
Maldives,Jan-22,43180
Maldives,Feb-22,31312
Maldives,Mar-22,6808
Maldives,Apr-22,2171
Maldives,May-22,582
Maldives,Jun-22,1833
Maldives,Jul-22,2716
Maldives,Aug-22,554
Maldives,Sep-22,186
Maldives,Oct-22,322
Maldives,Nov-22,254
Maldives,Dec-22,60
Maldives,Jan-23,37
Maldives,Feb-23,0
Mali,Mar-20,28
Mali,Apr-20,462
Mali,May-20,775
Mali,Jun-20,916
Mali,Jul-20,354
Mali,Aug-20,241
Mali,Sep-20,342
Mali,Oct-20,436
Mali,Nov-20,1156
Mali,Dec-20,2380
Mali,Jan-21,1001
Mali,Feb-21,285
Mali,Mar-21,1666
Mali,Apr-21,3816
Mali,May-21,409
Mali,Jun-21,159
Mali,Jul-21,158
Mali,Aug-21,305
Mali,Sep-21,330
Mali,Oct-21,854
Mali,Nov-21,1361
Mali,Dec-21,3574
Mali,Jan-22,9044
Mali,Feb-22,329
Mali,Mar-22,103
Mali,Apr-22,349
Mali,May-22,264
Mali,Jun-22,68
Mali,Jul-22,63
Mali,Aug-22,184
Mali,Sep-22,1226
Mali,Oct-22,95
Mali,Nov-22,27
Mali,Dec-22,10
Mali,Jan-23,13
Mali,Feb-23,0
Malta,Mar-20,169
Malta,Apr-20,296
Malta,May-20,153
Malta,Jun-20,52
Malta,Jul-20,154
Malta,Aug-20,1101
Malta,Sep-20,1175
Malta,Oct-20,2984
Malta,Nov-20,3831
Malta,Dec-20,2901
Malta,Jan-21,5129
Malta,Feb-21,4579
Malta,Mar-21,6551
Malta,Apr-21,1259
Malta,May-21,243
Malta,Jun-21,88
Malta,Jul-21,3672
Malta,Aug-21,1876
Malta,Sep-21,978
Malta,Oct-21,504
Malta,Nov-21,1782
Malta,Dec-21,13038
Malta,Jan-22,15244
Malta,Feb-22,3558
Malta,Mar-22,8264
Malta,Apr-22,12202
Malta,May-22,3001
Malta,Jun-22,8390
Malta,Jul-22,9696
Malta,Aug-22,1222
Malta,Sep-22,642
Malta,Oct-22,657
Malta,Nov-22,469
Malta,Dec-22,566
Malta,Jan-23,678
Malta,Feb-23,0
Marshall Islands,May-20,0
Marshall Islands,Jun-20,0
Marshall Islands,Jul-20,0
Marshall Islands,Aug-20,0
Marshall Islands,Sep-20,0
Marshall Islands,Oct-20,2
Marshall Islands,Nov-20,3
Marshall Islands,Dec-20,0
Marshall Islands,Jan-21,0
Marshall Islands,Feb-21,0
Marshall Islands,Mar-21,0
Marshall Islands,Apr-21,0
Marshall Islands,May-21,0
Marshall Islands,Jun-21,0
Marshall Islands,Jul-21,0
Marshall Islands,Aug-21,0
Marshall Islands,Sep-21,0
Marshall Islands,Oct-21,0
Marshall Islands,Nov-21,0
Marshall Islands,Dec-21,0
Marshall Islands,Jan-22,3
Marshall Islands,Feb-22,0
Marshall Islands,Mar-22,0
Marshall Islands,Apr-22,10
Marshall Islands,May-22,0
Marshall Islands,Jun-22,1
Marshall Islands,Jul-22,46
Marshall Islands,Aug-22,14978
Marshall Islands,Sep-22,263
Marshall Islands,Oct-22,84
Marshall Islands,Nov-22,152
Marshall Islands,Dec-22,6
Marshall Islands,Jan-23,37
Marshall Islands,Feb-23,0
Mauritania,Mar-20,6
Mauritania,Apr-20,2
Mauritania,May-20,522
Mauritania,Jun-20,3833
Mauritania,Jul-20,1947
Mauritania,Aug-20,738
Mauritania,Sep-20,454
Mauritania,Oct-20,201
Mauritania,Nov-20,898
Mauritania,Dec-20,5763
Mauritania,Jan-21,2271
Mauritania,Feb-21,572
Mauritania,Mar-21,640
Mauritania,Apr-21,555
Mauritania,May-21,1145
Mauritania,Jun-21,1261
Mauritania,Jul-21,4883
Mauritania,Aug-21,7889
Mauritania,Sep-21,2450
Mauritania,Oct-21,1290
Mauritania,Nov-21,1946
Mauritania,Dec-21,2207
Mauritania,Jan-22,16770
Mauritania,Feb-22,390
Mauritania,Mar-22,36
Mauritania,Apr-22,50
Mauritania,May-22,453
Mauritania,Jun-22,673
Mauritania,Jul-22,2758
Mauritania,Aug-22,193
Mauritania,Sep-22,50
Mauritania,Oct-22,549
Mauritania,Nov-22,56
Mauritania,Dec-22,5
Mauritania,Jan-23,240
Mauritania,Feb-23,0
Mauritius,Mar-20,125
Mauritius,Apr-20,207
Mauritius,May-20,3
Mauritius,Jun-20,6
Mauritius,Jul-20,3
Mauritius,Aug-20,11
Mauritius,Sep-20,26
Mauritius,Oct-20,60
Mauritius,Nov-20,63
Mauritius,Dec-20,23
Mauritius,Jan-21,41
Mauritius,Feb-21,42
Mauritius,Mar-21,353
Mauritius,Apr-21,243
Mauritius,May-21,205
Mauritius,Jun-21,487
Mauritius,Jul-21,2316
Mauritius,Aug-21,6462
Mauritius,Sep-21,5019
Mauritius,Oct-21,7157
Mauritius,Nov-21,32782
Mauritius,Dec-21,12988
Mauritius,Jan-22,37455
Mauritius,Feb-22,61709
Mauritius,Mar-22,42699
Mauritius,Apr-22,10001
Mauritius,May-22,5518
Mauritius,Jun-22,5174
Mauritius,Jul-22,13814
Mauritius,Aug-22,11602
Mauritius,Sep-22,6196
Mauritius,Oct-22,2653
Mauritius,Nov-22,11155
Mauritius,Dec-22,13524
Mauritius,Jan-23,4622
Mauritius,Feb-23,0
Mexico,Jan-20,0
Mexico,Feb-20,4
Mexico,Mar-20,1211
Mexico,Apr-20,18009
Mexico,May-20,71440
Mexico,Jun-20,135425
Mexico,Jul-20,198548
Mexico,Aug-20,174923
Mexico,Sep-20,143656
Mexico,Oct-20,181746
Mexico,Nov-20,188581
Mexico,Dec-20,312551
Mexico,Jan-21,438166
Mexico,Feb-21,222678
Mexico,Mar-21,151949
Mexico,Apr-21,105868
Mexico,May-21,68987
Mexico,Jun-21,105527
Mexico,Jul-21,328983
Mexico,Aug-21,504158
Mexico,Sep-21,311813
Mexico,Oct-21,142988
Mexico,Nov-21,77355
Mexico,Dec-21,95157
Mexico,Jan-22,962867
Mexico,Feb-22,566039
Mexico,Mar-22,150906
Mexico,Apr-22,80145
Mexico,May-22,36697
Mexico,Jun-22,258625
Mexico,Jul-22,677245
Mexico,Aug-22,302663
Mexico,Sep-22,74840
Mexico,Oct-22,21895
Mexico,Nov-22,14679
Mexico,Dec-22,109291
Mexico,Jan-23,133785
Mexico,Feb-23,9081
Micronesia (country),Jan-21,1
Micronesia (country),Feb-21,0
Micronesia (country),Mar-21,0
Micronesia (country),Apr-21,0
Micronesia (country),May-21,0
Micronesia (country),Jun-21,0
Micronesia (country),Jul-21,0
Micronesia (country),Aug-21,0
Micronesia (country),Sep-21,0
Micronesia (country),Oct-21,0
Micronesia (country),Nov-21,0
Micronesia (country),Dec-21,0
Micronesia (country),Jan-22,0
Micronesia (country),Feb-22,0
Micronesia (country),Mar-22,0
Micronesia (country),Apr-22,4
Micronesia (country),May-22,25
Micronesia (country),Jun-22,8
Micronesia (country),Jul-22,4283
Micronesia (country),Aug-22,3531
Micronesia (country),Sep-22,3487
Micronesia (country),Oct-22,11389
Micronesia (country),Nov-22,0
Micronesia (country),Dec-22,0
Micronesia (country),Jan-23,473
Micronesia (country),Feb-23,0
Moldova,Mar-20,353
Moldova,Apr-20,3544
Moldova,May-20,4354
Moldova,Jun-20,8362
Moldova,Jul-20,8120
Moldova,Aug-20,12187
Moldova,Sep-20,16122
Moldova,Oct-20,22998
Moldova,Nov-20,31324
Moldova,Dec-20,37454
Moldova,Jan-21,14986
Moldova,Feb-21,25649
Moldova,Mar-21,44788
Moldova,Apr-21,20596
Moldova,May-21,4349
Moldova,Jun-21,1548
Moldova,Jul-21,2744
Moldova,Aug-21,8048
Moldova,Sep-21,26866
Moldova,Oct-21,43376
Moldova,Nov-21,26006
Moldova,Dec-21,12381
Moldova,Jan-22,64543
Moldova,Feb-22,61102
Moldova,Mar-22,11642
Moldova,Apr-22,3544
Moldova,May-22,1807
Moldova,Jun-22,1528
Moldova,Jul-22,11866
Moldova,Aug-22,42865
Moldova,Sep-22,14385
Moldova,Oct-22,3809
Moldova,Nov-22,1827
Moldova,Dec-22,1477
Moldova,Jan-23,2123
Moldova,Feb-23,0
Monaco,Feb-20,1
Monaco,Mar-20,51
Monaco,Apr-20,43
Monaco,May-20,4
Monaco,Jun-20,4
Monaco,Jul-20,17
Monaco,Aug-20,34
Monaco,Sep-20,76
Monaco,Oct-20,141
Monaco,Nov-20,250
Monaco,Dec-20,266
Monaco,Jan-21,614
Monaco,Feb-21,467
Monaco,Mar-21,332
Monaco,Apr-21,166
Monaco,May-21,50
Monaco,Jun-21,73
Monaco,Jul-21,312
Monaco,Aug-21,312
Monaco,Sep-21,113
Monaco,Oct-21,100
Monaco,Nov-21,324
Monaco,Dec-21,1247
Monaco,Jan-22,3198
Monaco,Feb-22,1176
Monaco,Mar-22,1399
Monaco,Apr-22,1012
Monaco,May-22,532
Monaco,Jun-22,790
Monaco,Jul-22,1053
Monaco,Aug-22,320
Monaco,Sep-22,243
Monaco,Oct-22,341
Monaco,Nov-22,479
Monaco,Dec-22,506
Monaco,Jan-23,115
Monaco,Feb-23,0
Mongolia,Mar-20,12
Mongolia,Apr-20,26
Mongolia,May-20,141
Mongolia,Jun-20,41
Mongolia,Jul-20,71
Mongolia,Aug-20,10
Mongolia,Sep-20,12
Mongolia,Oct-20,27
Mongolia,Nov-20,444
Mongolia,Dec-20,411
Mongolia,Jan-21,584
Mongolia,Feb-21,1128
Mongolia,Mar-21,5540
Mongolia,Apr-21,27532
Mongolia,May-21,22460
Mongolia,Jun-21,57039
Mongolia,Jul-21,49669
Mongolia,Aug-21,48868
Mongolia,Sep-21,168482
Mongolia,Oct-21,208303
Mongolia,Nov-21,77602
Mongolia,Dec-21,24219
Mongolia,Jan-22,149227
Mongolia,Feb-22,66309
Mongolia,Mar-22,11031
Mongolia,Apr-22,1593
Mongolia,May-22,5709
Mongolia,Jun-22,3513
Mongolia,Jul-22,15104
Mongolia,Aug-22,35270
Mongolia,Sep-22,3904
Mongolia,Oct-22,1959
Mongolia,Nov-22,7944
Mongolia,Dec-22,14499
Mongolia,Jan-23,605
Mongolia,Feb-23,1
Montenegro,Mar-20,109
Montenegro,Apr-20,213
Montenegro,May-20,2
Montenegro,Jun-20,224
Montenegro,Jul-20,2525
Montenegro,Aug-20,1762
Montenegro,Sep-20,5937
Montenegro,Oct-20,7569
Montenegro,Nov-20,16924
Montenegro,Dec-20,12982
Montenegro,Jan-21,13412
Montenegro,Feb-21,14175
Montenegro,Mar-21,15384
Montenegro,Apr-21,6171
Montenegro,May-21,2234
Montenegro,Jun-21,629
Montenegro,Jul-21,1675
Montenegro,Aug-21,13458
Montenegro,Sep-21,16114
Montenegro,Oct-21,12815
Montenegro,Nov-21,13062
Montenegro,Dec-21,12658
Montenegro,Jan-22,49741
Montenegro,Feb-22,10432
Montenegro,Mar-22,2895
Montenegro,Apr-22,2126
Montenegro,May-22,1995
Montenegro,Jun-22,2999
Montenegro,Jul-22,19127
Montenegro,Aug-22,16189
Montenegro,Sep-22,4644
Montenegro,Oct-22,2582
Montenegro,Nov-22,955
Montenegro,Dec-22,1037
Montenegro,Jan-23,1599
Montenegro,Feb-23,26
Montserrat,Mar-20,5
Montserrat,Apr-20,6
Montserrat,May-20,0
Montserrat,Jun-20,0
Montserrat,Jul-20,1
Montserrat,Aug-20,1
Montserrat,Sep-20,0
Montserrat,Oct-20,0
Montserrat,Nov-20,0
Montserrat,Dec-20,0
Montserrat,Jan-21,0
Montserrat,Feb-21,7
Montserrat,Mar-21,0
Montserrat,Apr-21,0
Montserrat,May-21,0
Montserrat,Jun-21,0
Montserrat,Jul-21,1
Montserrat,Aug-21,8
Montserrat,Sep-21,5
Montserrat,Oct-21,7
Montserrat,Nov-21,3
Montserrat,Dec-21,2
Montserrat,Jan-22,117
Montserrat,Feb-22,1
Montserrat,Mar-22,11
Montserrat,Apr-22,66
Montserrat,May-22,739
Montserrat,Jun-22,38
Montserrat,Jul-22,36
Montserrat,Aug-22,91
Montserrat,Sep-22,258
Montserrat,Oct-22,0
Montserrat,Nov-22,0
Montserrat,Dec-22,0
Montserrat,Jan-23,0
Montserrat,Feb-23,0
Morocco,Feb-20,0
Morocco,Mar-20,617
Morocco,Apr-20,3806
Morocco,May-20,3384
Morocco,Jun-20,4726
Morocco,Jul-20,11789
Morocco,Aug-20,38268
Morocco,Sep-20,61063
Morocco,Oct-20,95431
Morocco,Nov-20,137252
Morocco,Dec-20,82857
Morocco,Jan-21,31964
Morocco,Feb-21,12497
Morocco,Mar-21,12443
Morocco,Apr-21,15152
Morocco,May-21,7967
Morocco,Jun-21,12145
Morocco,Jul-21,92167
Morocco,Aug-21,237420
Morocco,Sep-21,72123
Morocco,Oct-21,13074
Morocco,Nov-21,3772
Morocco,Dec-21,13175
Morocco,Jan-22,169624
Morocco,Feb-22,28259
Morocco,Mar-22,2299
Morocco,Apr-22,1679
Morocco,May-22,3350
Morocco,Jun-22,48606
Morocco,Jul-22,44069
Morocco,Aug-22,3457
Morocco,Sep-22,510
Morocco,Oct-22,656
Morocco,Nov-22,3222
Morocco,Dec-22,2772
Morocco,Jan-23,645
Morocco,Feb-23,14
Mozambique,Mar-20,8
Mozambique,Apr-20,68
Mozambique,May-20,178
Mozambique,Jun-20,635
Mozambique,Jul-20,975
Mozambique,Aug-20,2052
Mozambique,Sep-20,4812
Mozambique,Oct-20,4141
Mozambique,Nov-20,2832
Mozambique,Dec-20,2941
Mozambique,Jan-21,20012
Mozambique,Feb-21,20696
Mozambique,Mar-21,8229
Mozambique,Apr-21,2338
Mozambique,May-21,894
Mozambique,Jun-21,5609
Mozambique,Jul-21,45624
Mozambique,Aug-21,24288
Mozambique,Sep-21,4407
Mozambique,Oct-21,569
Mozambique,Nov-21,256
Mozambique,Dec-21,37532
Mozambique,Jan-22,34747
Mozambique,Feb-22,1220
Mozambique,Mar-22,209
Mozambique,Apr-22,128
Mozambique,May-22,370
Mozambique,Jun-22,2165
Mozambique,Jul-22,1661
Mozambique,Aug-22,496
Mozambique,Sep-22,236
Mozambique,Oct-22,163
Mozambique,Nov-22,149
Mozambique,Dec-22,346
Mozambique,Jan-23,1024
Mozambique,Feb-23,0
Myanmar,Mar-20,15
Myanmar,Apr-20,136
Myanmar,May-20,73
Myanmar,Jun-20,75
Myanmar,Jul-20,54
Myanmar,Aug-20,529
Myanmar,Sep-20,12491
Myanmar,Oct-20,39333
Myanmar,Nov-20,38007
Myanmar,Dec-20,33917
Myanmar,Jan-21,15515
Myanmar,Feb-21,1751
Myanmar,Mar-21,538
Myanmar,Apr-21,383
Myanmar,May-21,812
Myanmar,Jun-21,13648
Myanmar,Jul-21,141908
Myanmar,Aug-21,100097
Myanmar,Sep-21,64794
Myanmar,Oct-21,35997
Myanmar,Nov-21,22329
Myanmar,Dec-21,8432
Myanmar,Jan-22,4698
Myanmar,Feb-22,52359
Myanmar,Mar-22,23696
Myanmar,Apr-22,1296
Myanmar,May-22,453
Myanmar,Jun-22,260
Myanmar,Jul-22,496
Myanmar,Aug-22,1129
Myanmar,Sep-22,7581
Myanmar,Oct-22,8914
Myanmar,Nov-22,1529
Myanmar,Dec-22,438
Myanmar,Jan-23,137
Myanmar,Feb-23,13
Namibia,Mar-20,11
Namibia,Apr-20,5
Namibia,May-20,8
Namibia,Jun-20,181
Namibia,Jul-20,1924
Namibia,Aug-20,5421
Namibia,Sep-20,3715
Namibia,Oct-20,1670
Namibia,Nov-20,1445
Namibia,Dec-20,9561
Namibia,Jan-21,10003
Namibia,Feb-21,4901
Namibia,Mar-21,5294
Namibia,Apr-21,4212
Namibia,May-21,7198
Namibia,Jun-21,34368
Namibia,Jul-21,29005
Namibia,Aug-21,6124
Namibia,Sep-21,2543
Namibia,Oct-21,1338
Namibia,Nov-21,260
Namibia,Dec-21,18787
Namibia,Jan-22,7925
Namibia,Feb-22,1326
Namibia,Mar-22,421
Namibia,Apr-22,1003
Namibia,May-22,7714
Namibia,Jun-22,2816
Namibia,Jul-22,74
Namibia,Aug-22,0
Namibia,Sep-22,0
Namibia,Oct-22,1897
Namibia,Nov-22,38
Namibia,Dec-22,349
Namibia,Jan-23,446
Namibia,Feb-23,0
Nauru,Apr-21,0
Nauru,May-21,0
Nauru,Jun-21,0
Nauru,Jul-21,0
Nauru,Aug-21,0
Nauru,Sep-21,0
Nauru,Oct-21,0
Nauru,Nov-21,0
Nauru,Dec-21,0
Nauru,Jan-22,0
Nauru,Feb-22,0
Nauru,Mar-22,0
Nauru,Apr-22,3
Nauru,May-22,0
Nauru,Jun-22,3391
Nauru,Jul-22,1013
Nauru,Aug-22,203
Nauru,Sep-22,1
Nauru,Oct-22,0
Nauru,Nov-22,10
Nauru,Dec-22,0
Nauru,Jan-23,0
Nauru,Feb-23,0
Nepal,Jan-20,1
Nepal,Feb-20,0
Nepal,Mar-20,4
Nepal,Apr-20,52
Nepal,May-20,1516
Nepal,Jun-20,11992
Nepal,Jul-20,6207
Nepal,Aug-20,19689
Nepal,Sep-20,38357
Nepal,Oct-20,92926
Nepal,Nov-20,62709
Nepal,Dec-20,27141
Nepal,Jan-21,10366
Nepal,Feb-21,3184
Nepal,Mar-21,3166
Nepal,Apr-21,45878
Nepal,May-21,238115
Nepal,Jun-21,77503
Nepal,Jul-21,56584
Nepal,Aug-21,67258
Nepal,Sep-21,32414
Nepal,Oct-21,17509
Nepal,Nov-21,8796
Nepal,Dec-21,7065
Nepal,Jan-22,125482
Nepal,Feb-22,23071
Nepal,Mar-22,1442
Nepal,Apr-22,384
Nepal,May-22,330
Nepal,Jun-22,554
Nepal,Jul-22,6902
Nepal,Aug-22,10750
Nepal,Sep-22,2396
Nepal,Oct-22,814
Nepal,Nov-22,333
Nepal,Dec-22,111
Nepal,Jan-23,100
Nepal,Feb-23,2
Netherlands,Feb-20,10
Netherlands,Mar-20,13610
Netherlands,Apr-20,26246
Netherlands,May-20,6756
Netherlands,Jun-20,3790
Netherlands,Jul-20,4448
Netherlands,Aug-20,16745
Netherlands,Sep-20,53159
Netherlands,Oct-20,235923
Netherlands,Nov-20,167902
Netherlands,Dec-20,278031
Netherlands,Jan-21,176896
Netherlands,Feb-21,110993
Netherlands,Mar-21,188081
Netherlands,Apr-21,221747
Netherlands,May-21,149857
Netherlands,Jun-21,34249
Netherlands,Jul-21,182142
Netherlands,Aug-21,77016
Netherlands,Sep-21,61445
Netherlands,Oct-21,135194
Netherlands,Nov-21,522039
Netherlands,Dec-21,487233
Netherlands,Jan-22,1394075
Netherlands,Feb-22,1823600
Netherlands,Mar-22,1497814
Netherlands,Apr-22,189763
Netherlands,May-22,37458
Netherlands,Jun-22,98440
Netherlands,Jul-22,147281
Netherlands,Aug-22,55082
Netherlands,Sep-22,44577
